dataset,pred_len,features,target,activation,activation_family,amplitude,lee_type,baseline_activation,factor,sample_count,seed_count,start_bin,middle_bin,end_bin,target_win_rate_start,target_win_rate_middle,target_win_rate_end,target_win_rate_end_minus_start,target_win_rate_end_minus_middle,target_win_rate_spread,target_win_rate_slope,aggregate_relative_target_mse_change_start,aggregate_relative_target_mse_change_middle,aggregate_relative_target_mse_change_end,aggregate_relative_target_mse_change_end_minus_start,aggregate_relative_target_mse_change_end_minus_middle,aggregate_relative_target_mse_change_spread,aggregate_relative_target_mse_change_slope,relative_target_mse_change_mean_start,relative_target_mse_change_mean_middle,relative_target_mse_change_mean_end,relative_target_mse_change_mean_end_minus_start,relative_target_mse_change_mean_end_minus_middle,relative_target_mse_change_mean_spread,relative_target_mse_change_mean_slope,target_mse_delta_mean_start,target_mse_delta_mean_middle,target_mse_delta_mean_end,target_mse_delta_mean_end_minus_start,target_mse_delta_mean_end_minus_middle,target_mse_delta_mean_spread,target_mse_delta_mean_slope,all_win_rate_start,all_win_rate_middle,all_win_rate_end,all_win_rate_end_minus_start,all_win_rate_end_minus_middle,all_win_rate_spread,all_win_rate_slope,aggregate_relative_all_mse_change_start,aggregate_relative_all_mse_change_middle,aggregate_relative_all_mse_change_end,aggregate_relative_all_mse_change_end_minus_start,aggregate_relative_all_mse_change_end_minus_middle,aggregate_relative_all_mse_change_spread,aggregate_relative_all_mse_change_slope,relative_all_mse_change_mean_start,relative_all_mse_change_mean_middle,relative_all_mse_change_mean_end,relative_all_mse_change_mean_end_minus_start,relative_all_mse_change_mean_end_minus_middle,relative_all_mse_change_mean_spread,relative_all_mse_change_mean_slope,all_mse_delta_mean_start,all_mse_delta_mean_middle,all_mse_delta_mean_end,all_mse_delta_mean_end_minus_start,all_mse_delta_mean_end_minus_middle,all_mse_delta_mean_spread,all_mse_delta_mean_slope,relative_target_mse_change_spearman,target_win_spearman,relative_all_mse_change_spearman,all_win_spearman,best_target_bin,worst_target_bin,aggregate_best_target_bin,aggregate_worst_target_bin,factor_conditioned,aggregate_factor_conditioned,source_host,source_file
ETTh1,24,M,OT,lee,lee_oc,0.0,1,gelu,anomaly_density_intensity,28480,3,low,mid,high,0.9180376028202116,0.970722433460076,0.9437096774193549,0.0256720745991433,-0.0270127560407211,0.0526848306398645,0.0128360372995716,0.5749859809875488,0.5801828503608704,0.5906453132629395,0.0156593322753906,0.010462462902069,0.0156593322753906,0.0078296661376953,0.5022467578637186,0.5880975191665994,0.4632548292189641,-0.0389919286447545,-0.1248426899476352,0.1248426899476352,-0.0194959643223772,0.1699413955211639,0.2086308300495147,0.2601015865802765,0.0901601910591125,0.0514707565307617,0.0901601910591125,0.0450800955295562,0.636310223266745,0.4965779467680608,0.7335483870967742,0.0972381638300291,0.2369704403287133,0.2369704403287133,0.0486190819150144,0.0798896849155426,-0.0389799624681472,0.1652987003326416,0.085409015417099,0.2042786628007888,0.2042786628007888,0.0427045077085494,0.0193072415168065,-0.072151597828679,0.1280207299781091,0.1087134884613025,0.2001723278067882,0.2001723278067882,0.0543567442306512,0.0585442781448364,-0.0331061482429504,0.1066689491271972,0.0481246709823608,0.1397750973701477,0.1397750973701477,0.0240623354911803,0.0813873281823217,0.0897529403467462,0.0909834008924688,0.0411106734217086,mid,high,high,low,True,False,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
ETTh1,24,M,OT,lee,lee_oc,0.0,1,gelu,cv,28480,3,low,mid,high,0.9281226053639848,,0.9907563025210084,0.0626336971570237,,0.0626336971570237,0.0313168485785118,0.576483964920044,,0.5978114008903503,0.0213274359703063,,0.0213274359703063,0.0106637179851531,0.4994640173282422,,0.6209251506501092,0.121461133321867,,0.121461133321867,0.0607305666609334,0.1737077534198761,,0.4490159153938293,0.2753081619739532,,0.2753081619739532,0.1376540809869766,0.6052490421455938,,0.9214285714285714,0.3161795292829775,,0.3161795292829775,0.1580897646414887,0.0488155074417591,,0.3068268299102783,0.2580113224685192,,0.2580113224685192,0.1290056612342595,2.924985405097582e-05,,0.311788634752413,0.3117593848983621,,0.3117593848983621,0.155879692449181,0.0358214378356933,,0.2305437326431274,0.194722294807434,,0.194722294807434,0.097361147403717,0.2908133348478544,0.2527168183825399,0.3063775332690356,0.2323819834173293,high,low,high,low,True,False,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
ETTh1,24,M,OT,lee,lee_oc,0.0,1,gelu,kurtosis,28480,3,low,mid,high,0.905231866825208,0.9415094339622642,0.9554493307839388,0.0502174639587307,0.0139398968216746,0.0502174639587307,0.0251087319793652,0.5831068158149719,0.593768835067749,0.5443577170372009,-0.0387490987777709,-0.049411118030548,0.049411118030548,-0.0193745493888855,0.4762491845318302,0.5514146820879886,0.4446583531005619,-0.0315908314312682,-0.1067563289874266,0.1067563289874266,-0.0157954157156341,0.1561652719974517,0.211297258734703,0.2205409854650497,0.0643757134675979,0.0092437267303466,0.0643757134675979,0.0321878567337989,0.6418549346016647,0.6345013477088949,0.6072657743785851,-0.0345891602230795,-0.0272355733303097,0.0345891602230795,-0.0172945801115396,0.1004757136106491,0.0581843219697475,0.0672834068536758,-0.0331923067569732,0.0090990848839282,0.0422913916409015,-0.0165961533784866,0.0589543311973483,0.0150117733482518,0.0046347476183015,-0.0543195835790467,-0.0103770257299503,0.0543195835790467,-0.0271597917895233,0.0649817585945129,0.0456196069717407,0.0497402548789978,-0.0152415037155151,0.004120647907257,0.0193621516227722,-0.0076207518577575,-0.0034912457961477,0.0924764770290035,-0.0681841672218372,-0.0267198506257951,mid,high,mid,high,True,False,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
ETTh1,24,M,OT,lee,lee_oc,0.0,1,gelu,max_abs_change,28480,3,low,mid,high,0.9333567415730336,,,,,0.0,,0.5804339647293091,,,,,0.0,,0.5096142103516286,,,,,0.0,,0.1967145800590515,,,,,0.0,,0.6316713483146067,,,,,0.0,,0.0708489343523979,,,,,0.0,,0.0260821759796865,,,,,0.0,,0.0520938634872436,,,,,0.0,,-0.1383341596019617,-0.0614861148197297,-0.1225506396432416,-0.0872292283942419,low,low,low,low,True,False,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
ETTh1,24,M,OT,lee,lee_oc,0.0,1,gelu,mean,28480,3,low,mid,high,0.9684023141967067,0.8023294509151414,,,,0.1660728632815653,-0.1660728632815655,0.6082274317741394,0.3930245637893677,,,,0.2152028679847717,-0.2152028679847717,0.578659388440199,0.2514702583299682,,,,0.3271891301102308,-0.3271891301102309,0.227525308728218,0.0815201997756958,,,,0.1460051089525222,-0.1460051089525223,0.6576769025367156,0.5344425956738769,,,,0.1232343068628387,-0.1232343068628387,0.0794511288404464,0.0165370069444179,,,,0.0629141218960285,-0.0629141218960285,0.04213722332692,-0.0339439328210349,,,,0.076081156147955,-0.076081156147955,0.0639201402664184,0.0078783333301544,,,,0.056041806936264,-0.056041806936264,-0.3077942588120984,-0.2435813201499476,-0.3407565098750967,-0.269954094893345,low,mid,low,mid,True,True,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
ETTh1,24,M,OT,lee,lee_oc,0.0,1,gelu,mean_abs_change,28480,3,low,mid,high,0.9333567415730336,,,,,0.0,,0.5804339647293091,,,,,0.0,,0.5096142103516286,,,,,0.0,,0.1967145800590515,,,,,0.0,,0.6316713483146067,,,,,0.0,,0.0708489343523979,,,,,0.0,,0.0260821759796865,,,,,0.0,,0.0520938634872436,,,,,0.0,,-0.0922958495189243,-0.0615524036633413,-0.1179269610428627,-0.0798095360721186,low,low,low,low,False,False,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
ETTh1,24,M,OT,lee,lee_oc,0.0,1,gelu,range,28480,3,low,mid,high,0.9333567415730336,,,,,0.0,,0.5804339647293091,,,,,0.0,,0.5096142103516286,,,,,0.0,,0.1967145800590515,,,,,0.0,,0.6316713483146067,,,,,0.0,,0.0708489343523979,,,,,0.0,,0.0260821759796865,,,,,0.0,,0.0520938634872436,,,,,0.0,,-0.2220820237609933,-0.1371231486395808,-0.1732038301465998,-0.1610607955016736,low,low,low,low,True,False,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
ETTh1,24,M,OT,lee,lee_oc,0.0,1,gelu,skewness,28480,3,low,mid,high,0.9333333333333332,1.0,,,,0.0666666666666666,0.0666666666666666,0.5803436040878296,0.8261173367500305,,,,0.2457737326622009,0.2457737326622008,0.5095058589511694,0.8180906474590302,,,,0.3085847885078607,0.3085847885078605,0.1966807693243026,0.2929505705833435,,,,0.0962698012590408,0.0962698012590407,0.6315419740077274,1.0,,,,0.3684580259922726,0.3684580259922723,0.0708093792200088,0.170088529586792,,,,0.0992791503667831,0.0992791503667831,0.0260311572497426,0.1713325001299381,,,,0.1453013428801954,0.1453013428801954,0.0520623326301574,0.141799509525299,,,,0.0897371768951416,0.0897371768951415,3.324478102261818e-05,0.0323205902848289,-0.0161806462720482,-0.02781638382398,mid,low,mid,low,True,True,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
ETTh1,24,M,OT,lee,lee_oc,0.0,1,gelu,std,28480,3,low,mid,high,0.9333567415730336,,,,,0.0,,0.5804339647293091,,,,,0.0,,0.5096142103516286,,,,,0.0,,0.1967145800590515,,,,,0.0,,0.6316713483146067,,,,,0.0,,0.0708489343523979,,,,,0.0,,0.0260821759796865,,,,,0.0,,0.0520938634872436,,,,,0.0,,-0.1953998081078764,-0.1417941595041326,-0.1413629843816274,-0.1429369629169424,low,low,low,low,True,False,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
ETTh1,24,M,OT,lee,lee_oc,0.0,1,gelu,trend,28480,3,down,flat,up,0.9744897959183674,0.8867082035306334,0.8255707762557077,-0.1489190196626596,-0.0611374272749256,0.1489190196626596,-0.07445950983133,0.5966752767562866,0.557794451713562,0.4331411123275757,-0.1635341644287109,-0.1246533393859863,0.1635341644287109,-0.0817670822143555,0.5755719817886963,0.4431709438356158,0.3000216004921104,-0.2755503812965859,-0.1431493433435053,0.2755503812965859,-0.1377751906482928,0.24660624563694,0.1373849213123321,0.0780609026551246,-0.1685453429818153,-0.0593240186572074,0.1685453355312347,-0.0842726714909076,0.6999399759903961,0.5387331256490135,0.5210045662100456,-0.1789354097803505,-0.0177285594389678,0.1789354097803505,-0.0894677048901752,0.1146523430943489,-0.0071267471648752,0.0028551802970469,-0.111797162797302,0.0099819274619221,0.1217790902592241,-0.055898581398651,0.0764801878216128,-0.0487288489094636,-0.0283473708714437,-0.1048275586930565,0.0203814780380199,0.1252090367310764,-0.0524137793465282,0.0915920138359069,-0.0047507882118225,0.0015803575515747,-0.0900116562843322,0.0063311457633972,0.0963428020477294,-0.0450058281421661,-0.153472239705761,-0.2149762697296388,-0.2791993630915095,-0.2373091221726745,down,up,down,up,True,True,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
ETTh1,24,M,OT,lee,lee_oc,0.0,1,gelu,turbulence_score,28480,3,low,mid,high,0.9333567415730336,,,,,0.0,,0.5804339647293091,,,,,0.0,,0.5096142103516286,,,,,0.0,,0.1967145800590515,,,,,0.0,,0.6316713483146067,,,,,0.0,,0.0708489343523979,,,,,0.0,,0.0260821759796865,,,,,0.0,,0.0520938634872436,,,,,0.0,,-0.1170705258301659,-0.0416920664836519,-0.16759553086786,-0.16728497610897,low,low,low,low,True,False,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
ETTh1,24,M,OT,lee,lee_oc,0.0,1,gelu,volatility,28480,3,low,mid,high,0.9333567415730336,,,,,0.0,,0.5804339647293091,,,,,0.0,,0.5096142103516286,,,,,0.0,,0.1967145800590515,,,,,0.0,,0.6316713483146067,,,,,0.0,,0.0708489343523979,,,,,0.0,,0.0260821759796865,,,,,0.0,,0.0520938634872436,,,,,0.0,,0.282035219392032,0.2428214984981582,0.2860215944679347,0.2315129206476116,low,low,low,low,True,False,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
ETTh1,24,M,OT,lee,lee_oc,0.0,3,gelu,anomaly_density_intensity,8544,3,low,mid,high,0.9232275754014884,0.9930291508238276,0.9629032258064516,0.0396756504049631,-0.0301259250173759,0.0698015754223391,0.0198378252024814,0.7538975477218628,0.8021579384803772,0.8602836728096008,0.106386125087738,0.0581257343292236,0.106386125087738,0.0531930625438689,0.6175653961061398,0.8007284745441795,0.7167970178399257,0.0992316217337858,-0.0839314567042538,0.1831630784380397,0.0496158108668929,0.2286912500858307,0.3004342317581177,0.3856563866138458,0.1569651365280151,0.0852221548557281,0.1569651365280151,0.0784825682640075,0.372502937720329,0.4011406844106464,0.5177419354838709,0.1452389977635419,0.1166012510732245,0.1452389977635419,0.0726194988817709,-0.0835181698203086,-0.0298958644270896,0.0212896037846803,0.104807773604989,0.05118546821177,0.104807773604989,0.0524038868024945,-0.1664959046779834,-0.1267234526262718,-0.0650940460429567,0.1014018586350267,0.0616294065833151,0.1014018586350267,0.0507009293175133,-0.0608826279640197,-0.0247628092765808,0.0135146975517272,0.074397325515747,0.0382775068283081,0.074397325515747,0.0371986627578735,0.2589923385829031,0.1177551954420312,0.1312922241080288,0.1284395050239157,mid,low,high,low,True,True,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
ETTh1,24,M,OT,lee,lee_oc,0.0,3,gelu,cv,8544,3,low,mid,high,0.9397190293742018,,1.0,0.0602809706257981,,0.0602809706257981,0.0301404853128989,0.7717758417129517,,0.8901733160018921,0.1183974742889404,,0.1183974742889404,0.0591987371444701,0.6528654048659598,,0.8937601938801987,0.2408947890142388,,0.2408947890142388,0.1204473945071193,0.239774614572525,,0.6746055483818054,0.4348309338092804,,0.4348309338092804,0.2174154669046401,0.3625798212005108,,0.92296918767507,0.5603893664745592,,0.5603893664745592,0.2801946832372795,-0.0932396575808525,,0.3848209083080292,0.4780605658888817,,0.4780605658888817,0.2390302829444408,-0.1791949948513445,,0.324823790638778,0.5040187854901226,,0.5040187854901226,0.2520093927450612,-0.0676159262657165,,0.2865922749042511,0.3542082011699676,,0.3542082011699676,0.1771041005849837,0.4508742486284492,0.1636984165390947,0.3143773051154932,0.2669265532836656,high,low,high,low,True,True,10.20.12.248,phase1_remote_results/10.20.12.248/analysis_current_factors/phase1_factor_contrast_summary.csv
