date,Total_Irradiance,Global_Irradiance,Direct_Irradiance,Temperature,Atmosphere,Power
2019-01-01 17:00:00,0,0,0,54.4,1025.0,0.0
2019-01-01 17:15:00,0,0,0,54.8,1025.2,0.0
2019-01-01 17:30:00,0,0,40,54.4,1025.6,0.0
2019-01-01 17:45:00,0,0,0,56.0,1025.7,0.0
2019-01-01 18:00:00,0,0,0,57.3,1026.0,0.0
2019-01-01 18:15:00,0,0,0,56.2,1026.2,0.0
2019-01-01 18:30:00,0,0,0,56.1,1026.5,0.0
2019-01-01 18:45:00,0,0,0,55.9,1026.3,0.0
2019-01-01 19:00:00,0,0,0,56.5,1026.7,0.0
2019-01-01 19:15:00,0,0,0,57.3,1026.8,0.0
2019-01-01 19:30:00,0,0,0,57.4,1027.0,0.0
2019-01-01 19:45:00,0,0,0,57.8,1027.2,0.0
2019-01-01 20:00:00,0,0,0,58.1,1027.2,0.0
2019-01-01 20:15:00,0,0,0,58.5,1027.2,0.0
2019-01-01 20:30:00,0,0,0,59.1,1027.3,0.0
2019-01-01 20:45:00,0,0,0,59.0,1027.3,0.0
2019-01-01 21:00:00,0,0,0,59.7,1027.7,0.0
2019-01-01 21:15:00,0,0,0,60.9,1027.7,0.0
2019-01-01 21:30:00,0,0,0,60.7,1027.8,0.0
2019-01-01 21:45:00,0,0,0,60.7,1027.9,0.0
2019-01-01 22:00:00,0,0,0,61.2,1028.1,0.0
2019-01-01 22:15:00,0,0,0,61.1,1028.1,0.0
2019-01-01 22:30:00,0,0,0,61.1,1028.1,0.0
2019-01-01 22:45:00,0,0,0,61.6,1028.2,0.0
2019-01-01 23:00:00,0,0,0,60.9,1028.4,0.0
2019-01-01 23:15:00,0,0,0,60.8,1028.4,0.0
2019-01-01 23:30:00,0,0,0,61.2,1028.4,0.0
2019-01-01 23:45:00,0,0,0,61.0,1028.4,0.0
2019-01-02 00:00:00,0,0,0,61.4,1028.3,0.0
2019-01-02 00:15:00,0,0,0,62.3,1028.4,0.0
2019-01-02 00:30:00,0,0,0,62.7,1028.5,0.0
2019-01-02 00:45:00,0,0,0,62.3,1028.4,0.0
2019-01-02 01:00:00,0,0,0,63.1,1028.4,0.0
2019-01-02 01:15:00,0,0,0,63.7,1028.5,0.0
2019-01-02 01:30:00,0,0,0,63.9,1028.5,0.0
2019-01-02 01:45:00,0,0,0,62.8,1028.8,0.0
2019-01-02 02:00:00,0,0,0,62.0,1028.8,0.0
2019-01-02 02:15:00,0,0,0,61.2,1028.7,0.0
2019-01-02 02:30:00,0,0,0,61.8,1028.6,0.0
2019-01-02 02:45:00,0,0,0,62.1,1028.5,0.0
2019-01-02 03:00:00,0,0,0,62.9,1028.6,0.0
2019-01-02 03:15:00,0,0,0,63.7,1028.6,0.0
2019-01-02 03:30:00,0,0,0,64.3,1028.5,0.0
2019-01-02 03:45:00,0,0,0,64.8,1028.6,0.0
2019-01-02 04:00:00,0,0,0,65.3,1028.7,0.0
2019-01-02 04:15:00,0,0,0,65.6,1028.6,0.0
2019-01-02 04:30:00,0,0,0,66.0,1028.6,0.0
2019-01-02 04:45:00,0,0,0,66.5,1028.6,0.0
2019-01-02 05:00:00,0,0,0,66.7,1028.7,0.0
2019-01-02 05:15:00,0,0,0,67.0,1028.7,0.0
2019-01-02 05:30:00,0,0,0,67.3,1028.9,0.0
2019-01-02 05:45:00,0,0,0,67.3,1028.9,0.0
2019-01-02 06:00:00,0,0,0,67.2,1029.2,0.0
2019-01-02 06:15:00,0,0,0,67.3,1029.3,0.0
2019-01-02 06:30:00,0,0,0,67.3,1029.4,0.0
2019-01-02 06:45:00,0,0,0,67.1,1029.4,0.0
2019-01-02 07:00:00,0,0,0,67.4,1029.2,0.0
2019-01-02 07:15:00,0,0,0,67.6,1029.3,0.0063945
2019-01-02 07:30:00,0,0,0,66.8,1029.5,0.25578
2019-01-02 07:45:00,57,0,0,66.0,1029.7,0.7268415
2019-01-02 08:00:00,120,31,0,65.6,1029.9,1.394001
2019-01-02 08:15:00,180,39,0,64.5,1030.2,2.144289
2019-01-02 08:30:00,240,47,0,63.0,1030.4,2.8967085
2019-01-02 08:45:00,287,55,0,61.5,1030.7,4.0221405
2019-01-02 09:00:00,330,61,0,60.5,1031.0,8.6304435
2019-01-02 09:15:00,382,65,0,58.8,1030.9,10.307934
2019-01-02 09:30:00,433,69,0,56.7,1030.9,11.787195
2019-01-02 09:45:00,488,76,0,54.0,1031.0,13.756701
2019-01-02 10:00:00,552,84,0,53.2,1031.0,15.1698855
2019-01-02 10:15:00,631,90,0,52.8,1031.0,16.480758
2019-01-02 10:30:00,718,96,0,51.7,1030.9,17.7831045
2019-01-02 10:45:00,780,101,0,48.1,1030.7,18.735885
2019-01-02 11:00:00,794,102,31,48.0,1030.6,19.48191
2019-01-02 11:15:00,795,103,0,45.4,1030.5,19.9444455
2019-01-02 11:30:00,804,103,0,42.4,1030.3,20.4474795
2019-01-02 11:45:00,783,112,0,46.7,1030.2,21.0442995
2019-01-02 12:00:00,773,123,0,47.1,1030.0,21.268107
2019-01-02 12:15:00,765,127,0,46.4,1030.0,21.1508745
2019-01-02 12:30:00,760,125,0,47.7,1029.8,20.880174
2019-01-02 12:45:00,746,123,0,47.0,1030.0,20.586027
2019-01-02 13:00:00,736,118,0,47.4,1030.0,19.6588245
2019-01-02 13:15:00,704,119,0,47.9,1029.9,19.430754
2019-01-02 13:30:00,681,113,0,49.4,1029.5,18.633573
2019-01-02 13:45:00,648,109,0,49.9,1029.7,17.8086825
2019-01-02 14:00:00,599,110,0,52.0,1029.9,16.4232075
2019-01-02 14:15:00,556,106,36,52.1,1029.9,14.9098425
2019-01-02 14:30:00,513,100,0,50.9,1029.8,13.9464045
2019-01-02 14:45:00,458,96,0,52.8,1029.8,12.3627
2019-01-02 15:00:00,397,92,0,53.9,1030.0,10.623396
2019-01-02 15:15:00,342,82,0,53.9,1029.9,8.901144
2019-01-02 15:30:00,283,74,46,53.7,1029.9,4.254474
2019-01-02 15:45:00,224,64,0,53.7,1030.0,3.0032835
2019-01-02 16:00:00,164,53,58,53.8,1029.9,2.114448
2019-01-02 16:15:00,98,37,0,54.1,1029.9,1.402527
2019-01-02 16:30:00,43,0,0,54.0,1029.8,0.686343
2019-01-02 16:45:00,0,0,0,54.4,1029.8,0.362355
2019-01-02 17:00:00,0,0,0,54.0,1029.9,0.0106575
2019-01-02 17:15:00,0,0,30,54.5,1029.9,0.0
2019-01-02 17:30:00,0,0,0,55.7,1030.1,0.0
2019-01-02 17:45:00,0,0,0,56.5,1030.1,0.0
2019-01-02 18:00:00,0,0,0,56.8,1030.0,0.0
2019-01-02 18:15:00,0,0,67,56.6,1030.2,0.0
2019-01-02 18:30:00,0,0,0,56.9,1030.4,0.0
2019-01-02 18:45:00,0,0,0,57.7,1030.5,0.0
2019-01-02 19:00:00,0,0,0,58.1,1030.8,0.0
2019-01-02 19:15:00,0,0,0,58.3,1031.0,0.0
2019-01-02 19:30:00,0,0,34,57.9,1031.2,0.0
2019-01-02 19:45:00,0,0,35,58.7,1031.3,0.0
2019-01-02 20:00:00,0,0,0,59.3,1031.3,0.0
2019-01-02 20:15:00,0,0,47,60.0,1031.8,0.0
2019-01-02 20:30:00,0,0,0,60.2,1031.7,0.0
2019-01-02 20:45:00,0,0,33,60.4,1031.9,0.0
2019-01-02 21:00:00,0,0,0,60.4,1032.0,0.0
2019-01-02 21:15:00,0,0,0,60.8,1032.2,0.0
2019-01-02 21:30:00,0,0,0,60.1,1032.7,0.0
2019-01-02 21:45:00,0,0,0,60.0,1032.4,0.0
2019-01-02 22:00:00,0,0,0,60.6,1032.6,0.0
2019-01-02 22:15:00,0,0,35,60.8,1032.6,0.0
2019-01-02 22:30:00,0,0,0,60.4,1033.0,0.0
2019-01-02 22:45:00,0,0,33,60.2,1032.9,0.0
2019-01-02 23:00:00,0,0,0,61.2,1033.5,0.0
2019-01-02 23:15:00,0,0,0,61.2,1033.5,0.0
2019-01-02 23:30:00,0,0,0,61.4,1033.6,0.0
2019-01-02 23:45:00,0,0,0,61.6,1033.8,0.0
2019-01-03 00:00:00,0,0,0,62.2,1033.5,0.0
2019-01-03 00:15:00,0,0,0,62.5,1033.6,0.0
2019-01-03 00:30:00,0,0,0,62.7,1033.4,0.0
2019-01-03 00:45:00,0,0,0,63.2,1033.3,0.0
2019-01-03 01:00:00,0,0,0,63.5,1033.1,0.0
2019-01-03 01:15:00,0,0,0,63.4,1033.2,0.0
2019-01-03 01:30:00,0,0,0,63.5,1033.5,0.0
2019-01-03 01:45:00,0,0,0,63.6,1033.4,0.0
2019-01-03 02:00:00,0,0,0,63.9,1033.3,0.0
2019-01-03 02:15:00,0,0,0,63.7,1033.2,0.0
2019-01-03 02:30:00,0,0,0,63.6,1033.7,0.0
2019-01-03 02:45:00,0,0,0,64.0,1033.7,0.0
2019-01-03 03:00:00,0,0,0,64.2,1033.9,0.0
2019-01-03 03:15:00,0,0,0,64.1,1033.9,0.0
2019-01-03 03:30:00,0,0,0,64.2,1033.8,0.0
2019-01-03 03:45:00,0,0,0,64.1,1033.8,0.0
2019-01-03 04:00:00,0,0,0,63.5,1033.9,0.0
2019-01-03 04:15:00,0,0,0,62.7,1033.9,0.0
2019-01-03 04:30:00,0,0,0,62.3,1033.9,0.0
2019-01-03 04:45:00,0,0,0,62.4,1033.7,0.0
2019-01-03 05:00:00,0,0,0,62.6,1033.7,0.0
2019-01-03 05:15:00,0,0,0,62.7,1033.6,0.0
2019-01-03 05:30:00,0,0,0,62.1,1033.8,0.0
2019-01-03 05:45:00,0,0,0,60.8,1034.2,0.0
2019-01-03 06:00:00,0,0,0,60.3,1034.1,0.0
2019-01-03 06:15:00,0,0,0,60.5,1034.1,0.0
2019-01-03 06:30:00,0,0,0,61.0,1034.2,0.0
2019-01-03 06:45:00,0,0,0,61.7,1034.3,0.0
2019-01-03 07:00:00,0,0,0,62.5,1034.3,0.0
2019-01-03 07:15:00,0,0,0,63.2,1034.4,0.0
2019-01-03 07:30:00,0,0,0,63.8,1034.7,0.238728
2019-01-03 07:45:00,0,0,0,64.3,1034.9,0.711921
2019-01-03 08:00:00,38,39,0,64.7,1035.2,1.385475
2019-01-03 08:15:00,56,55,0,64.8,1035.1,2.3851485
2019-01-03 08:30:00,77,73,0,65.0,1035.1,3.6299445
2019-01-03 08:45:00,89,82,0,65.3,1035.4,4.8235845
2019-01-03 09:00:00,99,99,0,65.2,1035.4,9.263499
2019-01-03 09:15:00,95,102,0,65.0,1035.5,12.2625195
2019-01-03 09:30:00,139,119,0,64.8,1035.5,12.2198895
2019-01-03 09:45:00,211,129,35,64.4,1035.3,13.1321715
2019-01-03 10:00:00,377,174,0,63.7,1034.9,12.3222015
2019-01-03 10:15:00,506,128,0,62.8,1035.3,10.2887505
2019-01-03 10:30:00,370,117,0,61.5,1035.3,16.297449
2019-01-03 10:45:00,371,133,31,59.8,1035.0,18.3330315
2019-01-03 11:00:00,546,147,0,58.7,1035.0,18.3671355
2019-01-03 11:15:00,654,108,38,58.5,1034.7,13.978377
2019-01-03 11:30:00,801,119,0,58.0,1034.6,18.2221935
2019-01-03 11:45:00,810,122,0,56.0,1034.2,19.047084
2019-01-03 12:00:00,817,115,0,54.9,1034.1,21.374682
2019-01-03 12:15:00,821,112,50,54.6,1033.8,22.9711755
2019-01-03 12:30:00,824,106,0,54.5,1033.7,22.402065
2019-01-03 12:45:00,811,100,60,54.2,1033.5,22.0972605
2019-01-03 13:00:00,796,101,0,54.3,1033.4,21.421575
2019-01-03 13:15:00,774,101,0,54.3,1033.3,21.268107
2019-01-03 13:30:00,747,98,0,54.2,1033.2,20.4560055
2019-01-03 13:45:00,716,94,0,54.1,1032.9,19.1557905
2019-01-03 14:00:00,677,92,62,54.2,1032.8,15.7411275
2019-01-03 14:15:00,632,89,0,53.5,1032.7,16.4445225
2019-01-03 14:30:00,584,85,0,53.4,1032.6,15.444849
2019-01-03 14:45:00,530,80,0,54.0,1032.6,13.2856395
2019-01-03 15:00:00,471,77,0,53.9,1032.3,11.7125925
2019-01-03 15:15:00,410,71,0,54.4,1032.4,9.0013245
2019-01-03 15:30:00,340,66,0,54.8,1032.3,4.7340615
2019-01-03 15:45:00,272,59,0,55.1,1032.3,2.94147
2019-01-03 16:00:00,205,50,0,55.5,1032.2,2.2700475
2019-01-03 16:15:00,133,38,0,56.3,1032.1,0.8717835
2019-01-03 16:30:00,70,0,0,57.3,1032.2,0.4582725
2019-01-03 16:45:00,0,0,0,57.9,1032.0,0.1555995
2019-01-03 17:00:00,0,0,63,57.6,1032.1,0.0021315
2019-01-03 17:15:00,0,0,0,58.3,1032.2,0.0
2019-01-03 17:30:00,0,0,0,59.2,1032.3,0.0
2019-01-03 17:45:00,0,0,35,59.6,1032.3,0.0
2019-01-03 18:00:00,0,0,0,59.7,1032.6,0.0
2019-01-03 18:15:00,0,0,0,59.8,1032.6,0.0
2019-01-03 18:30:00,0,0,34,59.8,1032.7,0.0
2019-01-03 18:45:00,0,0,0,59.8,1032.8,0.0
2019-01-03 19:00:00,0,0,0,59.9,1032.8,0.0
2019-01-03 19:15:00,0,0,32,60.4,1032.9,0.0
2019-01-03 19:30:00,0,0,0,60.9,1032.8,0.0
2019-01-03 19:45:00,0,0,0,61.4,1033.0,0.0
2019-01-03 20:00:00,0,0,0,61.3,1033.0,0.0
2019-01-03 20:15:00,0,0,31,61.3,1033.0,0.0
2019-01-03 20:30:00,0,0,0,62.0,1032.8,0.0
2019-01-03 20:45:00,0,0,0,62.6,1032.6,0.0
2019-01-03 21:00:00,0,0,0,63.4,1032.3,0.0
2019-01-03 21:15:00,0,0,0,63.8,1032.4,0.0
2019-01-03 21:30:00,0,0,0,64.0,1032.1,0.0
2019-01-03 21:45:00,0,0,0,64.4,1032.3,0.0
2019-01-03 22:00:00,0,0,0,64.4,1032.2,0.0
2019-01-03 22:15:00,0,0,0,64.5,1032.2,0.0
2019-01-03 22:30:00,0,0,0,64.9,1032.2,0.0
2019-01-03 22:45:00,0,0,0,65.1,1032.3,0.0
2019-01-03 23:00:00,0,0,0,65.3,1032.2,0.0
2019-01-03 23:15:00,0,0,0,65.4,1032.4,0.0
2019-01-03 23:30:00,0,0,0,65.0,1032.2,0.0
2019-01-03 23:45:00,0,0,0,65.4,1032.2,0.0
2019-01-04 00:00:00,0,0,0,65.6,1032.3,0.0
2019-01-04 00:15:00,0,0,0,65.7,1032.3,0.0
2019-01-04 00:30:00,0,0,0,65.7,1031.8,0.0
2019-01-04 00:45:00,0,0,0,66.2,1031.4,0.0
2019-01-04 01:00:00,0,0,0,67.0,1031.5,0.0
2019-01-04 01:15:00,0,0,0,67.5,1031.1,0.0
2019-01-04 01:30:00,0,0,0,68.0,1030.5,0.0
2019-01-04 01:45:00,0,0,0,68.6,1030.3,0.0
2019-01-04 02:00:00,0,0,0,69.0,1030.6,0.0
2019-01-04 02:15:00,0,0,0,69.2,1030.5,0.0
2019-01-04 02:30:00,0,0,0,69.4,1030.1,0.0
2019-01-04 02:45:00,0,0,0,69.7,1029.9,0.0
2019-01-04 03:00:00,0,0,0,69.9,1029.8,0.0
2019-01-04 03:15:00,0,0,0,70.0,1029.6,0.0
2019-01-04 03:30:00,0,0,0,70.2,1029.7,0.0
2019-01-04 03:45:00,0,0,0,70.3,1029.9,0.0
2019-01-04 04:00:00,0,0,0,70.4,1029.8,0.0
2019-01-04 04:15:00,0,0,0,70.4,1030.0,0.0
2019-01-04 04:30:00,0,0,0,70.4,1030.2,0.0
2019-01-04 04:45:00,0,0,0,70.3,1030.3,0.0
2019-01-04 05:00:00,0,0,0,70.1,1030.0,0.0
2019-01-04 05:15:00,0,0,0,70.1,1030.1,0.0
2019-01-04 05:30:00,0,0,0,69.9,1030.1,0.0
2019-01-04 05:45:00,0,0,0,69.6,1030.4,0.0
2019-01-04 06:00:00,0,0,0,69.3,1030.1,0.0
2019-01-04 06:15:00,0,0,0,69.1,1030.1,0.0
2019-01-04 06:30:00,0,0,0,69.1,1030.3,0.0
2019-01-04 06:45:00,0,0,0,69.1,1030.6,0.0
2019-01-04 07:00:00,0,0,0,69.2,1030.5,0.0
2019-01-04 07:15:00,0,0,0,69.3,1030.4,0.0
2019-01-04 07:30:00,0,0,0,69.5,1030.7,0.2323335
2019-01-04 07:45:00,0,0,0,69.6,1030.6,0.7055265
2019-01-04 08:00:00,0,0,0,69.6,1030.5,1.3662915
2019-01-04 08:15:00,34,36,0,69.6,1030.9,2.101659
2019-01-04 08:30:00,34,41,0,69.6,1031.2,2.945733
2019-01-04 08:45:00,37,49,0,69.6,1031.4,4.1841345
2019-01-04 09:00:00,51,66,0,69.5,1031.4,7.2193905
2019-01-04 09:15:00,78,94,0,69.1,1031.4,8.56863
2019-01-04 09:30:00,91,105,0,68.5,1031.5,10.120362
2019-01-04 09:45:00,97,111,0,68.1,1031.4,11.7765375
2019-01-04 10:00:00,189,185,0,67.5,1031.7,12.7826055
2019-01-04 10:15:00,101,123,0,66.9,1031.9,13.914432
2019-01-04 10:30:00,174,205,0,66.4,1032.1,14.7862155
2019-01-04 10:45:00,131,176,0,66.0,1032.2,15.9286995
2019-01-04 11:00:00,136,177,0,65.5,1032.3,16.0821675
2019-01-04 11:15:00,183,220,0,64.6,1031.9,17.7319485
2019-01-04 11:30:00,256,248,0,62.2,1031.6,12.7911315
2019-01-04 11:45:00,250,245,0,60.1,1031.5,17.7148965
2019-01-04 12:00:00,295,260,0,59.5,1031.3,15.6004485
2019-01-04 12:15:00,355,281,0,59.4,1031.2,16.949688
2019-01-04 12:30:00,341,293,0,59.8,1031.1,16.7429325
2019-01-04 12:45:00,176,205,0,58.9,1031.1,15.3574575
2019-01-04 13:00:00,403,307,0,57.7,1030.8,12.918514
2019-01-04 13:15:00,221,217,0,58.3,1030.9,10.536512
2019-01-04 13:30:00,229,212,0,57.3,1030.9,7.9398375
2019-01-04 13:45:00,291,207,0,55.2,1030.9,8.2595625
2019-01-04 14:00:00,123,113,0,53.9,1030.9,5.844573
2019-01-04 14:15:00,304,160,48,53.5,1031.1,7.093632
2019-01-04 14:30:00,439,174,0,53.6,1031.0,6.6779895
2019-01-04 14:45:00,417,165,0,53.6,1031.1,5.303172
2019-01-04 15:00:00,322,158,0,53.3,1031.2,5.439588
2019-01-04 15:15:00,201,119,0,52.9,1031.3,2.817843
2019-01-04 15:30:00,254,92,0,52.6,1031.2,2.4789345
2019-01-04 15:45:00,202,79,38,52.6,1031.6,3.2420115
2019-01-04 16:00:00,86,44,0,52.3,1031.7,2.6963475
2019-01-04 16:15:00,61,46,0,53.0,1031.9,1.6092825
2019-01-04 16:30:00,35,34,0,53.4,1031.9,0.8760465
2019-01-04 16:45:00,0,0,0,53.8,1032.1,0.1811775
2019-01-04 17:00:00,0,0,0,53.5,1032.3,0.0
2019-01-04 17:15:00,0,0,0,53.8,1032.4,0.0
2019-01-04 17:30:00,0,0,0,53.9,1032.5,0.0
2019-01-04 17:45:00,0,0,0,54.3,1032.7,0.0
2019-01-04 18:00:00,0,0,0,54.4,1033.0,0.0
2019-01-04 18:15:00,0,0,0,54.5,1033.1,0.0
2019-01-04 18:30:00,0,0,37,54.4,1033.4,0.0
2019-01-04 18:45:00,0,0,48,55.3,1033.7,0.0
2019-01-04 19:00:00,0,0,56,55.5,1033.8,0.0
2019-01-04 19:15:00,0,0,0,55.8,1033.8,0.0
2019-01-04 19:30:00,0,0,0,55.9,1034.2,0.0
2019-01-04 19:45:00,0,0,0,56.0,1034.1,0.0
2019-01-04 20:00:00,0,0,43,56.1,1034.6,0.0
2019-01-04 20:15:00,0,0,0,56.4,1034.5,0.0
2019-01-04 20:30:00,0,0,68,56.7,1034.5,0.0
2019-01-04 20:45:00,0,0,0,56.2,1034.7,0.0
2019-01-04 21:00:00,0,0,0,56.2,1034.6,0.0
2019-01-04 21:15:00,0,0,0,55.8,1034.7,0.0
2019-01-04 21:30:00,0,0,0,55.5,1034.5,0.0
2019-01-04 21:45:00,0,0,0,55.8,1034.5,0.0
2019-01-04 22:00:00,0,0,0,55.9,1034.6,0.0
2019-01-04 22:15:00,0,0,0,56.1,1034.7,0.0
2019-01-04 22:30:00,0,0,0,56.4,1034.8,0.0
2019-01-04 22:45:00,0,0,56,56.4,1034.7,0.0
2019-01-04 23:00:00,0,0,0,56.6,1035.0,0.0
2019-01-04 23:15:00,0,0,0,57.1,1035.1,0.0
2019-01-04 23:30:00,0,0,0,56.7,1035.3,0.0
2019-01-04 23:45:00,0,0,0,56.4,1035.0,0.0
2019-01-05 00:00:00,0,0,0,55.8,1035.2,0.0
2019-01-05 00:15:00,0,0,50,55.2,1035.3,0.0
2019-01-05 00:30:00,0,0,50,55.0,1035.2,0.0
2019-01-05 00:45:00,0,0,0,54.8,1035.3,0.0
2019-01-05 01:00:00,0,0,0,54.9,1035.3,0.0
2019-01-05 01:15:00,0,0,0,55.0,1035.1,0.0
2019-01-05 01:30:00,0,0,0,54.6,1035.2,0.0
2019-01-05 01:45:00,0,0,0,55.2,1035.4,0.0
2019-01-05 02:00:00,0,0,0,55.8,1035.6,0.0
2019-01-05 02:15:00,0,0,46,56.0,1035.5,0.0
2019-01-05 02:30:00,0,0,45,55.6,1035.3,0.0
2019-01-05 02:45:00,0,0,0,53.7,1035.5,0.0
2019-01-05 03:00:00,0,0,0,54.0,1035.7,0.0
2019-01-05 03:15:00,0,0,0,54.3,1036.0,0.0
2019-01-05 03:30:00,0,0,38,54.4,1035.8,0.0
2019-01-05 03:45:00,0,0,32,54.4,1036.0,0.0
2019-01-05 04:00:00,0,0,0,53.1,1036.1,0.0
2019-01-05 04:15:00,0,0,37,51.9,1036.1,0.0
2019-01-05 04:30:00,0,0,0,52.0,1036.1,0.0
2019-01-05 04:45:00,0,0,0,51.9,1036.1,0.0
2019-01-05 05:00:00,0,0,0,51.4,1036.0,0.0
2019-01-05 05:15:00,0,0,0,51.8,1036.0,0.0
2019-01-05 05:30:00,0,0,0,52.5,1036.3,0.0
2019-01-05 05:45:00,0,0,37,51.2,1036.3,0.0
2019-01-05 06:00:00,0,0,39,50.7,1036.1,0.0
2019-01-05 06:15:00,0,0,0,51.3,1036.3,0.0
2019-01-05 06:30:00,0,0,0,52.5,1036.2,0.0
2019-01-05 06:45:00,0,0,0,53.4,1036.7,0.0
2019-01-05 07:00:00,0,0,0,51.1,1036.9,0.0
2019-01-05 07:15:00,0,0,39,50.9,1037.1,0.0
2019-01-05 07:30:00,0,0,0,49.5,1037.6,0.0362355
2019-01-05 07:45:00,0,0,0,52.1,1037.5,0.230202
2019-01-05 08:00:00,61,45,0,54.0,1037.8,0.498771
2019-01-05 08:15:00,90,55,0,54.1,1037.9,0.754551
2019-01-05 08:30:00,177,71,0,55.4,1038.0,1.1105115
2019-01-05 08:45:00,138,95,33,55.3,1037.9,1.5666525
2019-01-05 09:00:00,160,104,0,54.5,1038.0,1.504839
2019-01-05 09:15:00,187,110,0,53.9,1038.2,1.7329095
2019-01-05 09:30:00,443,81,0,53.1,1038.5,2.3680965
2019-01-05 09:45:00,604,88,0,51.8,1038.5,3.0118095
2019-01-05 10:00:00,655,89,0,47.2,1038.5,2.873262
2019-01-05 10:15:00,714,91,0,45.9,1038.3,3.1141215
