Day,AnomalyFactor_Original,VolatilityFactor_Original,AnomalyFactor_Normalized,VolatilityFactor_Normalized,TurbulenceScore
172,0.6185006895369479,0.0,0.039330984301703883,0.0,0.039330984301703883
173,0.7598835840530119,0.0,0.04832164267737023,0.0,0.04832164267737023
174,0.9560858140084028,0.0,0.06079830916599148,0.0,0.06079830916599148
175,0.09436758872610514,0.0,0.006000915138113793,0.0,0.006000915138113793
176,2.2169877010828114,0.0,0.14098013137809076,0.0,0.14098013137809076
177,1.4907920534001946,0.0,0.09480073319447005,0.0,0.09480073319447005
178,1.65244234019535,0.0,0.10508021226354938,0.0,0.10508021226354938
179,0.0,0.0,0.0,0.0,0.0
180,0.017127196658220264,0.0,0.001089132986094133,0.0,0.001089132986094133
181,0.0,0.0,0.0,0.0,0.0
182,1.2808537058877196,3.002652716398564,0.08145057532072439,0.13040355104895862,0.211854126369683
183,2.560501611063301,0.0,0.1628244727497627,0.0,0.1628244727497627
184,7.641366182531377,0.0,0.4859209673536811,0.0,0.4859209673536811
185,2.0202426738509884,0.0,0.1284689479495218,0.0,0.1284689479495218
186,0.3670312033275544,0.0,0.023339826034986452,0.0,0.023339826034986452
187,0.5516105475334475,2.5086342109489554,0.03507738334444698,0.10894859988437743,0.1440259832288244
188,3.1296983254252546,0.0,0.1990201753833554,0.0,0.1990201753833554
189,2.011678041423495,0.0,0.12792431569728002,0.0,0.12792431569728002
190,0.055377398561647966,0.0,0.0035214958210119563,0.0,0.0035214958210119563
191,0.1325533322550586,0.0,0.00842917901023748,0.0,0.00842917901023748
192,0.0,0.0,0.0,0.0,0.0
193,0.0,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,0.0,0.0
195,0.331120069649592,0.0,0.021056206535707053,0.0,0.021056206535707053
196,1.2570141077026136,0.0,0.07993459501894119,0.0,0.07993459501894119
197,0.5701688728494513,0.0,0.03625752301772062,0.0,0.03625752301772062
198,1.6554033981613132,0.0,0.10526850845520427,0.0,0.10526850845520427
199,1.2246592517701769,0.0,0.07787712224277457,0.0,0.07787712224277457
200,0.583530448637553,0.0,0.03710719697355938,0.0,0.03710719697355938
201,0.5660070421222626,0.0,0.03599286866604972,0.0,0.03599286866604972
202,1.0362903842254034,0.0,0.0658985859247635,0.0,0.0658985859247635
203,0.2372243302266103,0.0,0.015085296695643631,0.0,0.015085296695643631
204,0.7818775412127369,0.0,0.04972025709836485,0.0,0.04972025709836485
205,1.6581525022183359,0.0,0.10544332631772187,0.0,0.10544332631772187
206,1.4719694464670354,0.0,0.09360378762863815,0.0,0.09360378762863815
207,2.001811963833435,0.0,0.1272969234414936,0.0,0.1272969234414936
208,1.7952185089703576,0.0,0.11415947013301339,0.0,0.11415947013301339
209,6.461480228641439,0.0,0.4108910171607576,0.0,0.4108910171607576
210,0.30973254969579533,0.0,0.019696155971842797,0.0,0.019696155971842797
211,0.8134280997186355,3.4081178245067285,0.05172658391787821,0.14801267701780282,0.19973926093568103
212,2.9499620118200114,4.101265005066674,0.18759059050424,0.17811567669237213,0.36570626719661214
213,0.5381820744067398,0.0,0.034223455330012906,0.0,0.034223455330012906
214,0.0,0.0,0.0,0.0,0.0
215,0.6203648986596654,0.0,0.03944953094357681,0.0,0.03944953094357681
216,0.8753417206631777,0.0,0.055663723673137884,0.0,0.055663723673137884
217,0.0,0.0,0.0,0.0,0.0
218,0.6876921860768723,0.0,0.043730930349073,0.0,0.043730930349073
219,0.7480409118432472,0.0,0.04756855709047913,0.0,0.04756855709047913
220,0.05675383209831245,0.0,0.0036090243989726697,0.0,0.0036090243989726697
221,3.165107157189356,0.0,0.20127185307719628,0.0,0.20127185307719628
222,2.9439069433484826,0.0,0.18720554355598562,0.0,0.18720554355598562
223,0.0,0.0,0.0,0.0,0.0
224,0.0,0.0,0.0,0.0,0.0
225,0.11998949637245,0.0,0.007630234012717726,0.0,0.007630234012717726
226,5.36290411903677,0.0,0.34103162904360496,0.0,0.34103162904360496
227,3.6660392656033216,0.0,0.23312655142361122,0.0,0.23312655142361122
228,0.01681151593431059,0.0,0.001069058580670693,0.0,0.001069058580670693
229,3.633827179459358,3.878121453752463,0.23107815749958524,0.16842467535674308,0.3995028328563283
230,2.299129882631269,0.0,0.1462036224875491,0.0,0.1462036224875491
231,0.22515135531835453,2.8019820209364124,0.014317565964499302,0.12168853344575231,0.1360060994102516
232,0.890994473120411,0.0,0.056659095499861,0.0,0.056659095499861
233,0.14507813127321698,0.0,0.009225641620382646,0.0,0.009225641620382646
234,3.5933544130494295,5.487559366186558,0.22850445989949494,0.2383216760415104,0.4668261359410053
235,4.636975033601443,0.0,0.2948691817797503,0.0,0.2948691817797503
236,1.6759065524789598,0.0,0.10657232145694322,0.0,0.10657232145694322
237,0.0,2.352065150257415,0.0,0.10214889195043243,0.10214889195043243
238,0.01925318995346521,0.0,0.0012243267058996978,0.0,0.0012243267058996978
239,0.3963794978533472,0.0,0.02520610901704735,0.0,0.02520610901704735
240,0.2140893780016886,0.0,0.013614125429108273,0.0,0.013614125429108273
241,0.7415700178470642,0.0,0.047157067443842834,0.0,0.047157067443842834
242,1.2808352580739095,0.0,0.08144940220857166,0.0,0.08144940220857166
243,0.0,0.0,0.0,0.0,0.0
244,0.6254549557595191,0.0,0.03977321199887039,0.0,0.03977321199887039
245,0.9357198710769894,0.0,0.05950322155287255,0.0,0.05950322155287255
246,0.2513789641115532,0.0,0.015985401889611728,0.0,0.015985401889611728
247,0.4693430606877759,0.0,0.02984592396468432,0.0,0.02984592396468432
248,1.259275526224525,0.0,0.08007840054396247,0.0,0.08007840054396247
249,0.6694356041754915,0.0,0.04256997879588466,0.0,0.04256997879588466
250,0.052014651718978046,0.0,0.0033076558924280868,0.0,0.0033076558924280868
251,3.0341787834314142,0.0,0.19294600655829178,0.0,0.19294600655829178
252,3.0696687275510137,0.0,0.19520284225572868,0.0,0.19520284225572868
253,0.28428623332918307,0.0,0.01807800309589256,0.0,0.01807800309589256
254,0.8925667820629187,0.0,0.05675907996128738,0.0,0.05675907996128738
255,4.640043934715474,0.0,0.2950643358088102,0.0,0.2950643358088102
256,0.03524153862088251,0.0,0.00224103938073786,0.0,0.00224103938073786
257,0.0,0.0,0.0,0.0,0.0
258,0.0,0.0,0.0,0.0,0.0
259,0.0,0.0,0.0,0.0,0.0
260,0.01681151593431059,0.0,0.001069058580670693,0.0,0.001069058580670693
261,0.5253970405310039,0.0,0.033410444164189,0.0,0.033410444164189
262,0.05273502050302053,0.0,0.0033534647554025556,0.0,0.0033534647554025556
263,0.5539366848177161,0.0,0.03522530439054908,0.0,0.03522530439054908
264,2.5601994090387463,0.0,0.1628052554662822,0.0,0.1628052554662822
265,0.11829406391916021,0.0,0.007522420022639778,0.0,0.007522420022639778
266,0.18431011066865785,0.0,0.011720436520097431,0.0,0.011720436520097431
267,1.554852224231955,0.0,0.09887437388068293,0.0,0.09887437388068293
268,6.159207855363644,0.0,0.3916692601452102,0.0,0.3916692601452102
269,15.725532948590697,0.0,1.0,0.0,1.0
270,2.072628380751913,0.0,0.13180019955620387,0.0,0.13180019955620387
271,0.2905792031368381,0.0,0.018478178392222915,0.0,0.018478178392222915
272,1.9706747817561638,2.366663949678568,0.12531688358026513,0.10278290975581261,0.22809979333607774
273,0.0,0.0,0.0,0.0,0.0
274,0.1809174819082173,0.0,0.011504696374976017,0.0,0.011504696374976017
275,4.6174267588328375,2.3376764128053162,0.2936260903797633,0.10152399702048684,0.39515008740025015
276,1.3574090160458114,0.0,0.08631879253208145,0.0,0.08631879253208145
277,0.323713131343816,0.0,0.02058519303619702,0.0,0.02058519303619702
278,0.8643727502505666,0.0,0.05496619752579073,0.0,0.05496619752579073
279,0.1580643256409249,2.6158797413025523,0.010051444752789154,0.11360621410524943,0.12365765885803859
280,0.0,0.0,0.0,0.0,0.0
281,0.37672169565660374,2.634927936273247,0.023956052674854816,0.11443346670482106,0.13838951937967586
282,2.870350092421544,0.0,0.18252800091451152,0.0,0.18252800091451152
283,2.3126467191163225,0.0,0.14706316960301044,0.0,0.14706316960301044
284,0.0,0.0,0.0,0.0,0.0
285,0.867285686656324,0.0,0.055151433626549944,0.0,0.055151433626549944
286,8.403680740709243,2.9752537422104486,0.5343971977409115,0.12921362871471198,0.6636108264556235
287,1.4474115616497876,0.0,0.09204213086968877,0.0,0.09204213086968877
288,9.880161969454912,2.7360240531446163,0.6282878934376822,0.1188240152905061,0.7471119087281883
289,1.4165024142075617,0.0,0.09007659192463216,0.0,0.09007659192463216
290,0.01696816049019122,4.640261505799362,0.0010790197410582441,0.2015239973798237,0.20260301712088197
291,0.03615604197476481,0.0,0.0022991934259375974,0.0,0.0022991934259375974
292,0.0,0.0,0.0,0.0,0.0
293,0.5794624752346204,0.0,0.036848511088875435,0.0,0.036848511088875435
294,0.0786485628430864,0.0,0.005001328927941662,0.0,0.005001328927941662
295,0.7506606295209882,2.381479035463708,0.04773514716321659,0.10342632075866558,0.15116146792188218
296,1.1140076082213735,2.8485020365713067,0.07084069022418789,0.12370887206184089,0.19454956228602877
297,2.287346666553931,3.4951292014963578,0.14545431776663062,0.15179153312032162,0.2972458508869522
298,1.2190385623296096,3.7529583107984577,0.07751969782613048,0.16298890910495115,0.24050860693108161
299,1.6758147474179204,0.0,0.10656648349511771,0.0,0.10656648349511771
300,0.0,0.0,0.0,0.0,0.0
301,0.0,0.0,0.0,0.0,0.0
302,0.41971532558465235,0.0,0.026690054127689627,0.0,0.026690054127689627
303,1.4414808422844754,2.396516912828249,0.09166499138674084,0.10407940747690816,0.195744398863649
304,0.0,0.0,0.0,0.0,0.0
305,3.1558731255176107,0.0,0.20068465315831704,0.0,0.20068465315831704
306,0.3988507275495275,0.0,0.02536325661288777,0.0,0.02536325661288777
307,0.5443221710361301,2.5431203870201244,0.03461390929106232,0.11044631548672453,0.14506022477778685
308,0.14623248695285,0.0,0.009299048078746047,0.0,0.009299048078746047
309,0.05419821951804366,0.0,0.0034465108238446594,0.0,0.0034465108238446594
310,0.03794688866409987,0.0,0.0024130748883458746,0.0,0.0024130748883458746
311,0.0,0.0,0.0,0.0,0.0
312,0.5812640041885563,4.021222297393135,0.03696307184556492,0.1746394660539595,0.2116025378995244
313,7.339050478251518,0.0,0.4666964548829001,0.0,0.4666964548829001
314,3.007257286840764,2.475297790681364,0.19123404571863944,0.10750081754231272,0.29873486326095217
315,1.405381105330784,5.8930244742947355,0.08936937844492784,0.2559308020103552,0.345300180455283
316,1.0233016668255324,2.8972922007407385,0.06507262235059826,0.1258278019764488,0.19090042432704707
317,0.0,0.0,0.0,0.0,0.0
318,0.05124244607736796,0.0,0.003258550679642323,0.0,0.003258550679642323
319,0.07558533772507893,3.0896640933881945,0.004806535840291047,0.13418240715147745,0.1389889429917685
320,0.294155542625041,0.0,0.018705600858596204,0.0,0.018705600858596204
321,0.7551156216876119,2.8725995881503663,0.048018443899879686,0.12475541543341796,0.17277385933329764
322,0.0,0.0,0.0,0.0,0.0
323,0.7171862106521866,2.5971876082904006,0.04560648042878953,0.11279442508011446,0.15840090550890398
324,0.5352483827038107,0.0,0.03403689938227365,0.0,0.03403689938227365
325,1.2329916794766858,3.641732675688234,0.07840698839953687,0.15815844113013802,0.2365654295296749
326,3.083925606021015,3.3280751168331926,0.19610944926972365,0.14453646637939035,0.340645915649114
327,0.6862471377523119,0.0,0.04363903849845754,0.0,0.04363903849845754
328,0.11100283649777228,0.0,0.007058764676571436,0.0,0.007058764676571436
329,0.6051381411355278,0.0,0.038481248496557915,0.0,0.038481248496557915
330,1.31539684869074,0.0,0.08364720311807455,0.0,0.08364720311807455
331,0.9764595055597459,0.0,0.06209388952043467,0.0,0.06209388952043467
332,0.6457078864611905,3.18497427319252,0.04106111306828924,0.1383216756821739,0.17938278875046315
333,0.0,0.0,0.0,0.0,0.0
334,0.0,0.0,0.0,0.0,0.0
335,0.7534971566397716,0.0,0.04791552433250277,0.0,0.04791552433250277
336,1.169343614305249,0.0,0.07435955386237285,0.0,0.07435955386237285
337,1.1712625667899677,0.0,0.07448158168114326,0.0,0.07448158168114326
338,3.0355869133566764,0.0,0.19303555073653145,0.0,0.19303555073653145
339,4.970419785949621,2.6943513567440487,0.3160732168632201,0.11701419307472313,0.43308740993794326
340,0.10442193134473748,0.0,0.00664027932700975,0.0,0.00664027932700975
341,0.12275219945993272,0.0,0.007805916649135483,0.0,0.007805916649135483
342,0.3119925834818804,0.0,0.019839873440336456,0.0,0.019839873440336456
343,0.6036702073771528,0.0,0.03838790134176362,0.0,0.03838790134176362
344,0.05138891313691706,0.0,0.0032678646443917484,0.0,0.0032678646443917484
345,0.017288698601303238,0.0,0.0010994030318605278,0.0,0.0010994030318605278
346,0.0,0.0,0.0,0.0,0.0
347,0.08944428982480564,0.0,0.005687838378337538,0.0,0.005687838378337538
348,0.28626678315250204,0.0,0.018203947941755252,0.0,0.018203947941755252
349,0.22519945243209624,0.0,0.014320624500823569,0.0,0.014320624500823569
350,0.27493181070224426,0.0,0.017483147413893105,0.0,0.017483147413893105
351,1.896249888791246,0.0,0.12058414140814132,0.0,0.12058414140814132
352,1.1726432579057298,0.0,0.07456938100217586,0.0,0.07456938100217586
353,0.5214930268337907,0.0,0.03316218461648553,0.0,0.03316218461648553
354,9.146549408444688,0.0,0.5816368474344388,0.0,0.5816368474344388
355,0.2693164731335092,0.0,0.017126063327325577,0.0,0.017126063327325577
356,1.8806577624715726,0.0,0.11959262484901123,0.0,0.11959262484901123
357,0.3903107145671574,0.0,0.024820189932077092,0.0,0.024820189932077092
358,0.775645475025958,0.0,0.049323954715027346,0.0,0.049323954715027346
359,0.502320978158735,0.0,0.031943017753414356,0.0,0.031943017753414356
360,0.01696816049019122,0.0,0.0010790197410582441,0.0,0.0010790197410582441
361,3.4045110670126353,0.0,0.21649575109107785,0.0,0.21649575109107785
362,0.4603344911019862,0.0,0.029273061371394783,0.0,0.029273061371394783
363,0.33980781961258666,0.0,0.02160866793662722,0.0,0.02160866793662722
364,1.6873531488571158,0.0,0.10730022024521174,0.0,0.10730022024521174
365,2.160301881853694,0.0,0.1373754319752513,0.0,0.1373754319752513
366,2.882248457517445,0.0,0.18328462805934653,0.0,0.18328462805934653
367,0.019058480234588625,0.0,0.001211944949458557,0.0,0.001211944949458557
368,0.3247171362524766,0.0,0.020649038561302138,0.0,0.020649038561302138
369,2.5470708035692535,0.0,0.16197039629092627,0.0,0.16197039629092627
370,0.8060447566718881,0.0,0.05125707086093542,0.0,0.05125707086093542
371,0.2560153091836997,0.0,0.016280231011607367,0.0,0.016280231011607367
372,0.0,0.0,0.0,0.0,0.0
373,0.3726780400248022,0.0,0.023698913177896533,0.0,0.023698913177896533
374,2.0229562136630643,2.922610008725027,0.12864150425148924,0.1269273404105461,0.25556884466203533
375,1.2294176971056834,0.0,0.07817971582424889,0.0,0.07817971582424889
376,0.8841882432410433,0.0,0.05622628155952471,0.0,0.05622628155952471
377,1.527682127217653,0.0,0.09714660432888934,0.0,0.09714660432888934
378,0.9829434475048157,0.0,0.06250620889722569,0.0,0.06250620889722569
379,0.38888477577565156,0.0,0.024729513272903285,0.0,0.024729513272903285
380,2.7898408909164245,0.0,0.1774083523933252,0.0,0.1774083523933252
381,4.707729614532177,0.0,0.2993685256914665,0.0,0.2993685256914665
382,0.13609251510103,0.0,0.008654238654164433,0.0,0.008654238654164433
383,1.491528211658134,0.0,0.09484754612350375,0.0,0.09484754612350375
384,0.6933936859674704,0.0,0.044093493570887946,0.0,0.044093493570887946
385,1.0864229150884352,0.0,0.06908655615298552,0.0,0.06908655615298552
386,0.6488018550338768,0.0,0.04125786115834132,0.0,0.04125786115834132
387,0.4832113540490053,0.0,0.030727820521485733,0.0,0.030727820521485733
388,0.47770240612484605,0.0,0.030377501842801274,0.0,0.030377501842801274
